Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),PLENUM-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE1-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE2-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE3-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE4-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE5-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE1-1:Zone People Occupant Count [](TimeStep),SPACE2-1:Zone People Occupant Count [](TimeStep),SPACE3-1:Zone People Occupant Count [](TimeStep),SPACE4-1:Zone People Occupant Count [](TimeStep),SPACE5-1:Zone People Occupant Count [](TimeStep),SPACE1-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE2-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE3-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE4-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE5-1:Zone Lights Total Heating Energy [J](TimeStep),FRONT-1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),PLENUM-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE1-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE2-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE3-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE4-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE5-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),PLENUM-1:Zone Air System Sensible Heating Rate [W](TimeStep),PLENUM-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE3-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE3-1:Zone Air Temperature [C](TimeStep),SPACE4-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE4-1:Zone Air Temperature [C](TimeStep),SPACE5-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE5-1:Zone Air Temperature [C](TimeStep),SPACE1-1 BASEBOARD:Baseboard Total Heating Rate [W](TimeStep),SPACE3-1 BASEBOARD:Baseboard Total Heating Rate [W](TimeStep) 
 01/27  05:00:00,-20.,50.,8.2,310.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-27.1897791009299,-9.55267534909451,-2.38203820596116,-9.28863922384494,-2.36598372453634,-15.9661674489501,1449.25249962082,13.2114328787059,101.614258248258,15.1553432062028,160.775554868944,14.4518515165891,93.1204552152401,15.199354924424,161.16167429908,14.5001030190292,0.0,17.6862279599362,0.0,0.0 
 01/27  06:00:00,-21.1,52.,7.2,330.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-23.5657747635979,-6.78423633171722,-1.72289858526697,-6.52489555753533,-1.69415351411353,-7.18387018066356,1540.15222725375,12.9647338371357,110.371457763565,15.0818621759402,168.195808243209,14.3799818869675,101.486778759245,15.1267083885886,168.711342323502,14.4294203422667,0.0,17.6376843034544,0.0,0.0 
 01/27  07:00:00,-21.1,52.,8.2,310.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-36.8957990058799,-41.3257031183643,-20.0876634527255,-39.6905403024797,-20.5254810331673,-58.3518202444225,1461.44279478987,12.7011237362276,0.0,14.6953720857537,0.0,13.6095806814451,0.0,14.7448184819321,0.0,13.6408601898297,0.0,17.2972093357943,0.0,0.0 
 01/27  08:00:00,-21.1,52.,8.8,330.,242.,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,10.964954438638,86.3972876406631,660.731650238561,194.324271944032,642.011803645746,173.587959226674,353.578725272638,4034.30502087066,13.3802005454979,4641.47629142979,20.5593410734378,2442.37885468057,21.4096418913608,4527.56622843413,20.6129127322434,2612.77357723269,20.6012274955486,3811.63318274933,19.4962988565852,5643.41895171185,5501.90379576912 
 01/27  09:00:00,-20.,50.,8.2,330.,655.,0.0,3137.639976504,1384.19998932,3137.639976504,1384.19998932,5802.79995728,11.,5.,11.,5.,20.,5132160.,2216160.,5132160.,2216160.,9603360.,115.783897279161,120.821545457452,196.762402375882,36.6167287736595,186.709723444487,53.1271270274952,406.412565579121,4319.03810218606,14.4565785305059,1985.72264477062,21.9068553478801,0.0,21.9905256066604,1895.28670479932,21.9114942264687,958.341198788332,21.9798591311867,876.663875459747,21.9060163327734,3018.30694387782,2893.63858570777 
 01/27  10:00:00,-17.8,44.,7.7,340.,809.,0.0,3744.839976504,1646.39998932,3744.839976504,1646.39998932,6938.99995728,11.,5.,11.,5.,20.,5417280.,2339280.,5417280.,2339280.,10136880.,288.545655681278,112.30228048941,28.7614149003706,45.4905460358226,26.8059789130975,5.88424146049069,166.067107864501,4131.64069878478,15.3830687855279,615.425923741202,22.0038276685372,0.0,23.743311666348,723.159021160652,22.0036875529011,238.340688124809,22.0010702479938,0.0,22.5417796330408,1401.26994174952,1482.54245407274 
 01/27  11:00:00,-16.7,40.,7.7,330.,887.,0.0,3824.039976504,1680.59998932,3824.039976504,1680.59998932,7087.19995728,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,471.000886488408,128.459016412999,4.6766866290022,19.619355923836,4.44441817552364,0.187677621155332,141.467768702262,4177.31338818437,16.3323270566458,0.0,22.0153820342309,0.0,23.9791581733849,304.014061537578,22.0147563318957,4.35502351385473,22.0016019163036,0.0,23.1700082170088,530.879429063479,1004.27639942831 
 01/27  12:00:00,-16.1,38.,7.7,320.,917.,0.0,3486.9119812032,1529.159991456,3486.9119812032,1529.159991456,6470.039965824,8.8,4.,8.8,4.,16.,5417280.,2339280.,5417280.,2339280.,10136880.,634.484917290636,71.068044660483,1.40908625298108,-2.047401332176789E-002,-2.20324794447073,-2.224314463458369E-002,20.8804978667828,3582.72472638208,17.1676165088174,0.0,22.0354507763584,0.0,24.002179389369,205.639028644191,22.0081002364803,0.0,22.0014111054203,0.0,23.4233890726028,0.0,902.724919809676 
 01/27  13:00:00,-15.,37.,8.2,340.,921.,0.0,2733.4559906016,1192.079995728,2733.4559906016,1192.079995728,5087.519982912,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,756.843763181808,99.2356447603925,29.0486893821079,-13.0243191963317,0.642305839174617,-2.336970056294857E-003,-31.7013376124454,2916.19090009901,17.7496282500903,0.0,22.3054232052477,0.0,23.4876539357609,520.806797745371,22.0066152604303,88.1592024264983,22.0015714780774,0.0,23.1177404582983,0.0,1211.30199206057 
 01/27  14:00:00,-15.,35.,6.7,310.,894.,0.0,3407.7119812032,1494.959991456,3407.7119812032,1494.959991456,6321.839965824,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,815.928535361267,70.9336062566464,132.906244665729,-24.1804248852798,-0.461560973234657,-1.396198247239983E-002,57.0912431140594,2622.50799549492,18.3240235057185,0.0,23.5425691834388,0.0,22.6186832891984,49.0271651070244,22.0056182280466,0.0,22.0008639885353,0.0,23.5365233425495,0.0,739.214959907895 
 01/27  15:00:00,-15.6,36.,7.7,320.,657.,0.0,3718.439976504,1634.99998932,3718.439976504,1634.99998932,6889.59995728,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,690.525541980859,82.4235105260384,95.8926160916137,-24.3663479606696,1.33792663331611,-6.944278573430491E-003,97.2954772722056,2574.85624018523,18.8425237246036,0.0,23.9721079699654,0.0,22.0528638928466,0.0,22.0082211610332,0.0,22.0008436781769,0.0,23.9162799919499,0.0,686.427781652848 
 01/27  16:00:00,-15.6,38.,7.2,290.,681.,0.0,3612.839976504,1589.39998932,3612.839976504,1589.39998932,6691.99995728,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,660.727363627026,36.4777101279687,0.741413706580323,-0.107208160464508,-2.80026785001944,-1.241971979929335E-002,0.528148811251093,2526.79746258944,19.2887599376189,0.0,24.0026934261035,0.0,22.0065929371471,74.1491983203744,22.0071903815912,0.0,22.0005384621757,0.0,24.0005431519376,0.0,775.842029837311 
 01/27  17:00:00,-17.2,42.,7.7,310.,211.,0.0,3401.639976504,1498.19998932,3401.639976504,1498.19998932,6296.79995728,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,246.53026883096,18.014434279668,-72.5575611235923,-0.474200403498671,-0.32200199785548,7.841535927451493E-003,-18.4967412866004,2047.26141510057,19.3446841828663,0.0,23.2712749375726,0.0,22.002094263701,475.342570474558,22.0013311463118,0.0,22.00099852608,0.0,23.8656512997503,0.0,1165.54630776556 
 01/27  18:00:00,-17.8,46.,6.2,300.,0.0,0.0,3401.639976504,1498.19998932,3401.639976504,1498.19998932,6296.79995728,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,0.0,-19.7486041673665,-130.753851739517,-3.771644580179093E-002,-2.553316525140771E-002,1.026847657129158E-002,-24.1853216995062,1998.56665252398,19.1546115895214,0.0,22.0383552143308,88.1803795736314,22.0004537658073,556.023067907257,21.9990150593382,0.0,22.0001486742724,0.0,23.7551830096405,430.547537231791,1306.35296641523 
 01/27  19:00:00,-17.8,44.,5.7,310.,0.0,0.0,1912.019988252,840.29999466,1912.019988252,840.29999466,3543.59997864,5.5,2.5,5.5,2.5,10.,3421440.,1477440.,3421440.,1477440.,6402240.,0.0,-54.092865124505,-159.438668062903,-43.9989043164054,-161.139305844176,-41.3747137016651,-133.02886739124,1547.26713684295,18.6818897429192,0.0,20.6130117490267,0.0,20.2445918355695,0.0,20.3121723660223,0.0,20.3511938636528,0.0,22.950630712628,0.0,0.0 
 01/27  20:00:00,-18.3,51.,3.1,300.,0.0,0.0,762.5639976504,332.219998932,762.5639976504,332.219998932,1420.079995728,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,0.0,-55.6635003187884,-122.496422948366,-32.8907783683919,-156.772734836668,-33.1069281174209,-181.229190494515,1068.20133672543,18.0766611791844,0.0,19.2421539682851,0.0,18.8261075605345,8.093663736629726E-002,18.6066568900453,0.0,18.9286232312856,0.0,21.7354508174931,0.0,0.0 
 01/27  21:00:00,-17.8,48.,2.6,310.,0.0,0.0,466.8839976504,204.539998932,466.8839976504,204.539998932,866.799995728,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,0.0,-76.8391031467694,-111.769976090142,-30.5374362305089,-95.6866423088421,-31.0323786929587,-209.743755748131,919.931221382959,17.4687489869145,0.0,18.4277485163253,5.61886385171499,17.9609772925617,1.79182967711904,18.0392949290613,1.60804127124521,18.04467831373,0.0,20.7493139665118,0.0,0.0 
 01/27  22:00:00,-17.2,51.,3.1,290.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-61.152733701747,-81.9604368757445,-22.135159985016,-51.4977020212548,-22.5279928145574,-184.009123171771,781.794215482952,16.8216087120895,0.0,17.5606432488268,30.2771117647761,17.0450745975814,5.71147178832535,17.4283919583164,24.1462881581185,17.1121175232052,0.0,19.6053987000832,0.0,0.0 
 01/27  23:00:00,-17.2,51.,4.1,290.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-92.1000313339515,-103.358363851383,-28.4187688944506,-82.1071925737491,-28.9220162495393,-157.216244575383,867.249266183835,16.232757378237,0.513796701968545,17.0100133548149,47.6083834913715,16.4465991631723,6.09323794631177,16.9350805022282,43.2191420140704,16.5029527405912,0.0,19.2454509439677,0.0,0.0 
 01/27  24:00:00,-17.2,51.,4.1,280.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-49.6003103969428,-32.0031462360143,-10.2770140391596,-28.1364008809967,-10.4590368207851,-38.5735148786487,884.223309791495,15.6919183657328,0.0,16.5700592084039,40.9963379581625,15.9492886591242,0.0,16.5465495371129,37.2989990566148,15.9970505891256,0.0,18.8812967331926,0.0,0.0 
 01/28  01:00:00,-17.2,51.,3.6,280.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-42.7462632490811,-11.865853126641,-4.7576901469347,-8.84298957906382,-4.91222116268957,-12.5171634136819,977.830691414038,15.2210062951825,0.0,16.4124713239034,15.4073007235,15.7162600699181,0.0,16.4195825178153,13.6800998729079,15.757210949513,0.0,18.7771325023098,0.0,0.0 
 01/28  02:00:00,-17.2,54.,3.6,250.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-36.3147402544188,-16.5410797841429,-5.66625612878734,-14.8469646255943,-5.779275330185,-21.9191324526355,1102.24879923295,14.8351575261726,0.0,16.2329983916433,3.90756286171677,15.4774831291623,0.0,16.2565816452974,2.07368554047935,15.5133360841683,0.0,18.6346718998347,0.0,0.0 
 01/28  03:00:00,-17.2,54.,4.6,250.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-31.6800535935504,-9.34506809713191,-1.00142087118394,-8.1735477045687,-0.94592654234763,-14.2745260066025,1211.10965610499,14.4941415292373,0.0,16.113613712844,63.2273100427137,15.3955716109048,0.0,16.1479218962956,61.4530577332295,15.4325340878354,0.0,18.5234237044171,0.0,0.0 
 01/28  04:00:00,-16.7,54.,3.6,250.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-26.7487614082964,-4.21736138723312,-0.618551792904077,-3.55301091590768,-0.620015280040217,-7.56210011741312,1342.38122611576,14.2117992848365,0.0,16.067599306438,65.9208585536655,15.3695789130379,0.0,16.1080736015944,64.246561000054,15.406476564034,0.0,18.4719772443989,0.0,0.0 
 01/28  05:00:00,-16.7,54.,2.6,230.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-21.0885790810517,-1.24742675290096,-0.293205138623012,-0.921420221539135,-0.301027673174476,-2.55038230308397,1455.36471599376,13.9893728743479,0.0,16.0539895500867,67.1978266069805,15.3572583377783,0.0,16.0977398476228,65.6030635794395,15.3938256817249,0.0,18.4546274210957,0.0,0.0 
 01/28  06:00:00,-16.7,57.,3.1,230.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-17.083341925797,-3.89968000576898,-0.912237279494192,-3.54463207511068,-0.911743014168196,-6.77595468155287,1554.3485736716,13.8091206630219,0.0,16.0114060002019,71.1673878866172,15.3188919148483,0.0,16.0579517364442,69.707950600992,15.3554751876414,0.0,18.4084921695753,0.0,0.0 
 01/28  07:00:00,-16.7,60.,3.1,260.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-14.5992072580381,-3.32921063028832,-0.687840907957257,-3.06944395234625,-0.685269577920532,-5.9001122623161,1621.03752051666,13.6553165524274,3.82870740490057,15.9750928991243,74.1560363537301,15.289994982567,0.0,16.0235362514044,72.7886732494928,15.3266826214312,0.0,18.3683661090117,0.0,0.0 
 01/28  08:00:00,-16.1,54.,4.1,200.,1.,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,8.84586028088166,90.7004368408781,544.845255909554,149.150892692825,525.877548555057,151.640429951695,372.820915923266,3854.73044431501,14.4355781653516,4827.72822875475,21.3103764674494,2844.63254400373,21.3563078543483,4663.05360895901,21.3223325261942,2927.47220204299,21.4987952211086,4201.7294893334,20.7059874296664,5460.16866376029,5275.55698201996 
 01/28  09:00:00,-15.,47.,3.1,190.,5.,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,24.3425093097528,103.413810011943,156.801328072849,43.1573227334071,150.60450349758,40.3351541814095,255.552812607028,3865.62951216217,15.2724404036898,3061.87500249626,21.8879324788392,1348.15711009762,21.9799770651579,2913.85042767221,21.910765644748,1339.34501219579,21.983324722829,2951.80603045159,21.9394141788447,3774.11459935194,3604.71702399876 
 01/28  10:00:00,-12.8,45.,4.6,190.,9.,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,59.1460193959273,93.6032930530084,29.7971965124039,5.31667544480212,27.1988002902107,4.16041087513192,68.7062610955704,3593.75100053699,15.9225189977969,2632.51389481923,21.9932167227468,1005.13744901554,21.9985893001008,2424.9279463629,21.9965854596626,1068.52358172763,21.9987809458202,2073.85106865547,21.9983095376964,3331.17360743425,3100.42918659875 
 01/28  11:00:00,-12.8,45.,4.6,190.,8.,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,92.2576150456082,87.2903938094415,6.23554080073403,0.243983205144968,4.76703716059161,0.202855863813207,4.470533045867,3287.45120344509,16.4563170251788,2356.12434513039,21.987119711946,819.639164155141,21.9994005019332,2121.70062565222,21.9867143738749,913.186665599109,21.9994220109858,1847.70920041169,21.9987901292439,2999.05532712745,2742.9163399668 
 01/28  12:00:00,-11.1,44.,4.1,200.,5.,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,87.9745432178241,45.7143663437477,-5.92673828195344,-2.866483584339446E-002,-5.42488308424007,-2.818366297968830E-002,-0.465684723151816,2981.80879925289,16.9880157779038,2065.70770362053,22.000520959284,744.76509562635,22.0002157690873,1843.64771916227,21.999002301025,811.033959655675,22.0002186104125,1623.59324681223,21.9997520521578,2641.42529231416,2399.78700419725 
 01/28  13:00:00,-10.6,48.,5.2,210.,7.,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,124.142283047968,40.4973912613997,0.472520016516418,9.831846419641049E-003,0.390407353740892,9.868004151812312E-003,6.046633389573630E-002,2726.06610691984,17.4244914341531,1938.17984078987,22.0108503435726,676.637154725429,22.0007279156437,1746.21735221341,22.0094619823017,739.924455634135,22.0007300105702,1587.08954977326,22.0004621222494,2457.19851300653,2247.58364999659 
 01/28  14:00:00,-9.4,49.,2.6,140.,223.,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,343.031064366144,15.6058035010908,-145.433009769652,-49.2486885892477,-182.563042112984,-52.5854399007249,-181.889072831425,1777.93918294983,17.5754048676709,0.0,20.5139490196336,0.0,19.9968764707941,0.0,20.0780025149821,0.0,19.8608476165317,0.0,20.8616206107504,0.0,0.0 
 01/28  15:00:00,-8.9,59.,4.1,190.,6.,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,69.6206682886998,-12.8680814390445,-144.589219601852,-35.0831622514627,-132.693215925287,-34.6288232995013,-156.069506803272,1313.2682574001,17.4565692681979,0.0,19.3940139145758,0.0,19.0544226864184,0.0,19.1449176022504,0.0,18.9706165406429,0.0,20.2313246924253,0.0,0.0 
 01/28  16:00:00,-8.9,65.,4.6,190.,1.,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,40.7709994397342,-25.7275276743741,-105.053881916329,-24.2447016527803,-86.1432626541427,-22.6373273028999,-92.0019045077963,1073.170862819,17.2638198037763,0.0,18.7141493604689,0.0,18.401893968797,0.0,18.5692888217981,0.0,18.366005909261,0.0,19.8620235062449,0.0,0.0 
 01/28  17:00:00,-8.3,65.,4.1,190.,1.,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,8.7494986475899,-35.5382874102202,-85.1910174170195,-21.9927523597411,-70.3597060175747,-20.8282053295053,-64.7576810901818,1000.71063412531,17.013951556389,0.0,18.2304116777447,0.0,17.888197190556,0.0,18.158375272345,0.0,17.8740773354774,0.0,19.6544532255357,0.0,0.0 
 01/28  18:00:00,-8.3,71.,5.2,180.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-25.9133218934549,-30.650817588694,-9.72379461066225,-27.4159993802677,-9.46502125915317,-29.0999163536001,920.258182102125,16.7340248771822,0.0,17.8135161680734,2.46904281007824,17.4269746539818,0.0,17.7838549563612,2.58239853274688,17.427162647728,0.0,19.4299151089053,0.0,0.0 
 01/28  19:00:00,-7.8,65.,5.7,190.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-27.6373035920675,-26.0376621042955,-8.05188572375085,-22.7466962681982,-7.83997444158596,-25.9560517013056,908.264913897289,16.432975352342,0.0,17.5309348374657,6.36744821330376,17.0857079721977,0.0,17.529104399469,6.11305900720367,17.0950953013859,0.0,19.2499639304206,0.0,0.0 
 01/28  20:00:00,-7.8,68.,5.7,180.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-24.7087066570912,-18.523437222627,-5.81051165790621,-16.6091066833863,-5.68651688244083,-20.9088860661443,947.507251561963,16.1684963144667,0.0,17.3264880067056,10.4072916223836,16.8385267807535,0.0,17.3406850105981,9.2000288209083,16.853176683281,0.0,19.1063799841925,0.0,0.0 
 01/28  21:00:00,-7.8,71.,3.6,170.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-20.8802151489806,-8.87183693642521,-3.18204976520336,-7.82496497753587,-3.1228967163235,-9.24711491936722,986.180431723249,15.9451690587803,0.0,17.2286006599456,0.363902354694801,16.7032242707933,0.0,17.2519429332059,0.0,16.7203815389719,0.0,19.0428926074693,0.0,0.0 
 01/28  22:00:00,-8.3,81.,5.7,170.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-18.4497126812234,-14.2270164510658,-4.60767908862859,-13.1363569112763,-4.56245575875368,-18.1507169638195,1043.71443219591,15.7479719362314,0.0,17.0717116760626,0.0,16.5074353675115,0.0,17.1030412202965,0.0,16.526501503465,0.0,18.918329364027,0.0,0.0 
 01/28  23:00:00,-8.3,92.,4.6,170.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-18.2993155711856,-8.7193067003721,-3.07359593461801,-8.02694446962648,-3.05250233185774,-10.9406456101943,1064.36999500256,15.552514487308,0.0,16.9755910787932,0.0,16.3768914374601,0.0,17.0120836972761,0.0,16.3968445416881,0.0,18.8432661791712,0.0,0.0 
 01/28  24:00:00,-8.3,92.,3.1,170.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-16.323509579651,-4.243541517993,-1.90844214301879,-3.91017606137787,-1.91089068133862,-4.82896662564355,1107.44841085436,15.3780888461554,0.0,16.9287707194009,0.0,16.2957749102444,0.0,16.9677371147617,0.0,16.3156183724852,0.0,18.8101049518509,0.0,0.0 
 01/29  01:00:00,-7.8,92.,2.6,200.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-13.7131798842952,-2.66984031954924,-1.43116076778854,-2.52916825171679,-1.44784236591964,-4.81562683616738,1161.79830435026,15.2314812316776,0.0,16.8992864947645,0.0,16.2348955990541,0.0,16.9390266078699,0.0,16.2540253806763,0.0,18.777005397106,0.0,0.0 
 01/29  02:00:00,-7.2,92.,0.0,0.0,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-11.00598641769,3.63675940557972,0.308925321818141,3.41719368617438,0.272875420785502,2.81119912615776,1207.00317685473,15.1138642667799,0.0,16.9394543804383,0.0,16.248037381341,0.0,16.9778229385769,0.0,16.2656342944224,0.0,18.7963290633782,0.0,0.0 
 01/29  03:00:00,-7.2,96.,0.0,0.0,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-7.6011083421406,0.492029844384971,-0.4441008912337,0.441783374042804,-0.472125830867109,-1.08613820102195,1269.96072474123,15.0326569131485,0.0,16.9448889325175,0.0,16.2291464350102,0.0,16.9828387096813,0.0,16.2455500986466,0.0,18.7888633427998,0.0,0.0 
 01/29  04:00:00,-7.2,96.,0.0,0.0,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-5.86666638803909,-0.781489045949777,-0.58005505975961,-0.751591956341252,-0.599881397286705,-2.49248736018377,1303.1843297673,14.9699933419007,0.0,16.9362575166973,0.0,16.2044744543863,0.0,16.9743057940446,0.0,16.2200334554729,0.0,18.7717319009088,0.0,0.0 
 01/29  05:00:00,-7.2,96.,2.1,280.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-4.93561354762618,-5.50039084611912,-1.68037271904355,-5.229377136622,-1.68480015500355,-9.17974579401466,1324.61009041417,14.9173379560803,0.0,16.8755812467401,0.0,16.1330921835029,0.0,16.9150086821549,0.0,16.1484593044908,0.0,18.7087153227875,0.0,0.0 
 01/29  06:00:00,-6.7,92.,5.7,320.,0.0,0.0,290.4,125.4,290.4,125.4,543.4,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,0.0,-5.03827103275957,-5.89390518991757,-0.489315592746333,-5.64037139699491,-0.426210663402033,-12.0559824505083,1318.00376860628,14.8636521131754,0.0,16.8106448328109,0.0,16.1123287147055,0.0,16.8511304795006,0.0,16.13037248221,0.0,18.6260619401212,0.0,0.0 
