Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),PLENUM-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE1-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE2-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE3-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE4-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE5-1:Zone Total Internal Total Heating Rate [W](TimeStep),SPACE1-1:Zone People Occupant Count [](TimeStep),SPACE2-1:Zone People Occupant Count [](TimeStep),SPACE3-1:Zone People Occupant Count [](TimeStep),SPACE4-1:Zone People Occupant Count [](TimeStep),SPACE5-1:Zone People Occupant Count [](TimeStep),SPACE1-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE2-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE3-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE4-1:Zone Lights Total Heating Energy [J](TimeStep),SPACE5-1:Zone Lights Total Heating Energy [J](TimeStep),FRONT-1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),PLENUM-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE1-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE2-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE3-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE4-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),SPACE5-1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),PLENUM-1:Zone Air System Sensible Heating Rate [W](TimeStep),PLENUM-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE3-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE3-1:Zone Air Temperature [C](TimeStep),SPACE4-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE4-1:Zone Air Temperature [C](TimeStep),SPACE5-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE5-1:Zone Air Temperature [C](TimeStep),SPACE1-1 BASEBOARD:Baseboard Total Heating Rate [W](TimeStep),SPACE3-1 BASEBOARD:Baseboard Total Heating Rate [W](TimeStep) 
 01/18  24:00:00,1.7,85.,6.2,360.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-31.1297845760053,-16.3386434250864,-4.06347966863622,-16.0435468620952,-3.98466418417588,-28.5601008272078,473.1456099683,17.0192052681299,0.0,17.6811342598031,0.0,16.9558792903275,0.0,17.7148011836786,0.0,16.9533438638629,0.0,18.9527307168016,0.0,0.0 
 01/19  00:15:00,1.825,84.25,5.8,272.5,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-29.4822483805214,-10.0760274062644,-2.41763901325808,-10.020541432717,-2.36059409410429,-20.3596764288994,493.569432243428,16.9405525562029,0.0,17.6534588745992,0.0,16.9303057492,0.0,17.6865104578308,0.0,16.9283739034533,0.0,18.9179994425864,0.0,0.0 
 01/19  00:30:00,1.95,83.5,5.4,185.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-26.943530132948,-5.28205234867195,-1.3536387810676,-5.84177907994453,-1.31815453211176,-14.1432850895763,519.844836651209,16.8686899922992,0.0,17.6389515341755,0.0,16.9159877308088,0.0,17.6700183620695,0.0,16.9144312915129,0.0,18.8938744640197,0.0,0.0 
 01/19  00:45:00,2.075,82.75,5.,97.5,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-24.3503190967352,-4.04442133811508,-0.928394672706187,-4.31352945949083,-0.904889621998739,-11.0138108149376,548.929692398937,16.803758087093,0.0,17.627843756983,0.0,16.9061679879711,0.0,17.657841158583,0.0,16.9048602072038,0.0,18.8750887051659,0.0,0.0 
 01/19  01:00:00,2.2,82.,4.6,10.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-22.1684043857845,-3.1439735236582,-0.629487418741687,-3.34506179271488,-0.613177163943678,-9.07386047367709,577.160092921524,16.7446561485094,0.0,17.6192092239067,0.0,16.8995099461257,0.0,17.6483982247551,0.0,16.898374702785,0.0,18.8596125727174,0.0,0.0 
 01/19  01:15:00,2.2,82.,4.875,12.5,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-20.19504502048,-5.29369955173505,-1.2925997163701,-5.3762525826189,-1.26978579918438,-11.6039633072292,603.99214380284,16.6908113789592,0.0,17.6046677151604,0.0,16.8858353395969,0.0,17.6332182266304,0.0,16.884941488844,0.0,18.8398174014639,0.0,0.0 
 01/19  01:30:00,2.2,82.,5.15,15.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-18.7893904365586,-6.64826769371679,-1.57926222474505,-6.58003352360479,-1.55039733175185,-13.1031593900278,624.974002847373,16.6407101595211,0.0,17.5864017226409,0.0,16.8691247511121,0.0,17.6146357202998,0.0,16.8685363599529,0.0,18.8174607036606,0.0,0.0 
 01/19  01:45:00,2.2,82.,5.425,17.5,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-17.607121574339,-6.70854001059516,-1.53810028007859,-6.6833310158533,-1.50796505617943,-12.9458324445762,642.138921932848,16.593756924195,0.0,17.5679665548404,0.0,16.8528464360861,0.0,17.5957578584804,0.0,16.8525769920628,0.0,18.7953684164223,0.0,0.0 
 01/19  02:00:00,2.2,82.,5.7,20.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-16.4122886318094,-6.48768319230205,-1.37786103590505,-6.36580187597755,-1.39302606252833,-12.2790133153726,657.444367463622,16.5499853090961,0.0,17.5501348085568,0.0,16.8382609803956,0.0,17.577773378325,0.0,16.8378310273345,0.0,18.774410173041,0.0,0.0 
 01/19  02:15:00,2.2,82.,5.3,105.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-15.1574618601552,-3.89629075420935,-0.727400657968512,-3.87031384449118,-0.661224899801943,-7.62173042174237,671.365767799049,16.5095760251286,0.0,17.5394287080712,0.0,16.8305631509153,0.0,17.5668422161318,0.0,16.8308335063663,0.0,18.7614049612288,0.0,0.0 
 01/19  02:30:00,2.2,82.,4.9,190.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-13.7364760176787,-1.9792259941582,-0.342983784049781,-2.04845255398206,-0.296569942395374,-4.18177980712547,687.474197414387,16.4729687943209,0.0,17.5339917142621,0.0,16.8269344244971,0.0,17.5610582060327,0.0,16.827695824415,0.0,18.7542714053549,0.0,0.0 
 01/19  02:45:00,2.2,82.,4.5,275.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-12.3250093644615,-0.980849901880205,-0.166661562488582,-1.14413189348953,-0.148876440207048,-2.52289212125877,704.2903254351,16.4401349868109,0.0,17.531297987633,0.0,16.8251716170276,0.0,17.5578284781095,0.0,16.8261211279949,0.0,18.7499688272932,0.0,0.0 
 01/19  03:00:00,2.2,82.,4.1,360.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-11.0926819416555,-0.428379673173576,-1.209531984317984E-002,-0.506814008216306,-3.962464420645133E-003,-1.53280026085728,720.540381627316,16.4105944863917,0.0,17.5301218191474,0.0,16.825043714833,0.0,17.5563981759593,0.0,16.8260792266872,0.0,18.7473554431797,0.0,0.0 
 01/19  03:15:00,2.075,82.,4.375,275.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-10.0431361512572,-3.11990883786945,-0.756653584119042,-3.07565604352114,-0.7399978834135,-4.88392750119838,736.084589587139,16.3838513748151,0.0,17.5215559547691,0.0,16.8170426614799,0.0,17.5477184626143,0.0,16.8182542621038,0.0,18.7390286857533,0.0,0.0 
 01/19  03:30:00,1.95,82.,4.65,190.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-9.6035363995795,-5.16175196307341,-1.22450937442557,-5.00343708869035,-1.19888687258341,-7.20676160904812,746.591210751985,16.3582810170206,0.0,17.5073847517647,0.0,16.8040949110953,0.0,17.5335990562679,0.0,16.8055773743039,0.0,18.7267421326567,0.0,0.0 
 01/19  03:45:00,1.825,82.,4.925,105.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-9.4339614880967,-5.88451013198551,-1.35244914138223,-5.66336917434247,-1.32335950730277,-7.84118451875003,753.829931356315,16.3331642650307,0.0,17.4912301113475,0.0,16.7897950016683,0.0,17.5176181824489,0.0,16.7915849526947,0.0,18.7133745388597,0.0,0.0 
 01/19  04:00:00,1.7,82.,5.2,20.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-9.26610824194527,-6.15511692577085,-1.41771745375092,-5.90578894358686,-1.38734053316545,-7.90816679487776,759.878310437893,16.3084964179802,0.0,17.4743334999179,0.0,16.7748057087397,0.0,17.5009541441885,0.0,16.7769167227538,0.0,18.6998933269514,0.0,0.0 
 01/19  04:15:00,1.55,82.,4.925,105.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-9.11121479844116,-4.47140189038201,-0.967985053911031,-4.28829544047422,-0.940946228699834,-4.62524129508717,765.336963201597,16.2842428669276,0.0,17.4620593828307,0.0,16.7645716866228,0.0,17.4888545573128,0.0,16.7669684861753,0.0,18.69200876815,0.0,0.0 
 01/19  04:30:00,1.4,82.,4.65,190.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-8.71057926415578,-3.37606545337267,-0.75066837092856,-3.24641978136996,-0.726662018475484,-2.22924393909613,773.127011647328,16.2610575582988,0.0,17.4527922550796,0.0,16.7566354335639,0.0,17.4796949169893,0.0,16.7592859638641,0.0,18.6882086548078,0.0,0.0 
 01/19  04:45:00,1.25,82.,4.375,275.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-8.30354868534288,-3.02236859714607,-0.713016939053092,-2.91349128641643,-0.690325309750525,-1.2391888583824,782.087909151935,16.2389572665913,0.0,17.4444962138328,0.0,16.749097409163,0.0,17.4714748233313,0.0,16.7519877627306,0.0,18.6860962609077,0.0,0.0 
 01/19  05:00:00,1.1,82.,4.1,360.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-8.0406867974527,-2.87589903141757,-0.696847109590129,-2.77479014185989,-0.674777765890794,-0.770013027317899,791.193742969859,16.2175580985611,0.0,17.4366023998666,0.0,16.7417304924738,0.0,17.46364624211,0.0,16.744854081302,0.0,18.6847836527422,0.0,0.0 
 01/19  05:15:00,1.25,81.25,4.375,357.5,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-7.84647438004601,-2.95422607008154,-0.758852329941887,-2.91241721713217,-0.74343896918629,-3.39151675257239,800.234247282568,16.1966825123512,0.0,17.428495840991,0.0,16.7337102930334,0.0,17.4554316517574,0.0,16.7369966941557,0.0,18.6790038358732,0.0,0.0 
 01/19  05:30:00,1.4,80.5,4.65,355.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-7.80024450139925,-2.73030225712041,-0.702168474537565,-2.73908704681082,-0.692367640013869,-5.18854450033598,808.291236428502,16.1759365821418,0.0,17.4210058028413,0.0,16.7262912186833,0.0,17.4477080780541,0.0,16.7296810892348,0.0,18.6701640000419,0.0,0.0 
 01/19  05:45:00,1.55,79.75,4.925,352.5,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-7.60573203877776,-2.35628750573065,-0.596449211761141,-2.39274902348761,-0.590118764795282,-5.61675776961802,815.816992073655,16.1557144439164,0.0,17.4145435550274,0.0,16.7199908780844,0.0,17.4409629342156,0.0,16.7234475432728,0.0,18.6605973073955,0.0,0.0 
 01/19  06:00:00,1.7,79.,5.2,350.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-7.35339982887174,-2.02719902107466,-0.505378227027626,-2.07900204151959,-0.501536938305559,-5.60155093446329,823.29751772338,16.1361694022249,0.0,17.4089853431656,0.0,16.7146539580426,0.0,17.4351038206175,0.0,16.7181511242908,0.0,18.6510592058633,0.0,0.0 
 01/19  06:15:00,1.55,79.75,5.05,265.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-6.96539262805202,-2.04040828091878,-0.440728488658332,-2.01744043399304,-0.428997706032596,-3.40785618042051,830.573669991993,16.1176567899716,0.0,17.4033908956027,0.0,16.709999598497,0.0,17.4294181867966,0.0,16.7136205861689,0.0,18.6452564483901,0.0,0.0 
 01/19  06:30:00,1.4,80.5,4.9,180.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-6.42413001660421,-2.31913313456771,-0.530122425688001,-2.22632854685766,-0.514178873127985,-1.92766150764303,837.717227563935,16.1005834706646,0.0,17.3970321853859,0.0,16.7044010157551,0.0,17.4231438095268,0.0,16.70819030096,0.0,18.6419740608315,0.0,0.0 
 01/19  06:45:00,1.25,81.25,4.75,95.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-5.92358641799329,-2.53133552270407,-0.553797539149382,-2.40460372053169,-0.537173180121808,-1.34741063444044,843.988968207665,16.0848408268017,0.0,17.3900916367384,0.0,16.6985523680117,0.0,17.4163669920684,0.0,16.7025171379876,0.0,18.6396796797759,0.0,0.0 
 01/19  07:00:00,1.1,82.,4.6,10.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,-5.55195227915762,-2.52847192365258,-0.589856531048727,-2.39044052788521,-0.572192997084098,-1.07747199790885,849.538372042447,16.0700861449182,0.0,17.3831589745073,0.0,16.6923229873504,0.0,17.4096301198755,0.0,16.696474209539,0.0,18.6378449307515,0.0,0.0 
 01/19  07:15:00,1.1,79.,4.75,95.,0.0,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,0.0,278.905811211268,1669.73848401382,376.561243542444,1615.06152482031,375.966389906537,1071.92903834739,2063.64728821336,16.4832984175397,4347.03366663473,20.5000170282918,1821.69729152171,20.0310589595395,4224.37562317071,20.5022995742574,1817.19257904358,20.0353267491355,3235.95819263671,20.0011231589942,4899.41693873913,4752.64763775842 
 01/19  07:30:00,1.1,76.,4.9,180.,1.,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,5.33634328781111,311.275439246254,730.810554096691,235.4936270489,708.860012851193,235.098697342912,1006.74205494054,2481.05364016769,17.0388738851668,2961.12321296738,21.3796893616527,1511.94154438926,21.683036903188,2875.80189444177,21.3768008487657,1512.11229740885,21.6798834668522,3081.78834151541,21.0131843948962,3621.52287885319,3506.71588034723 
 01/19  07:45:00,1.1,73.,5.05,265.,1.,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,13.0454492155196,264.631067037113,340.096414791697,80.789945717015,331.549949964339,80.8508176790832,769.610982940462,2572.18227064478,17.4358196842229,2631.14606289454,21.8980815406215,1133.72803902033,21.9881511520514,2542.54276455883,21.8988694437417,1168.96624562295,21.9874326783118,2983.03867493447,21.6561913577419,3355.15893728854,3234.69451043651 
 01/19  08:00:00,1.1,70.,5.2,350.,1.,0.0,100.32,43.32,100.32,43.32,187.72,0.0,0.0,0.0,0.0,0.0,71280.,30780.,71280.,30780.,133380.,21.4611272008811,210.271259258999,129.508962461559,15.3693918589058,126.141626186893,15.5498951877327,385.637199945962,2551.07782907643,17.7195677136002,2274.36557757282,21.9893461130887,960.075335971158,22.0000619817432,2174.16716051714,21.9885956519925,1025.39059270665,21.9999971258268,2475.05117331669,21.9267611016699,3009.49628060997,2876.76579168598 
 01/19  08:15:00,1.1,69.25,5.575,265.,1.,0.0,3137.639976504,1384.19998932,3137.639976504,1384.19998932,5802.79995728,11.,5.,11.,5.,20.,1283040.,554040.,1283040.,554040.,2400840.,29.7161936441162,94.3171537474505,23.0666349700224,4.258245453262881E-002,20.7841800313779,5.254092102429339E-002,154.181929692603,2450.59921464764,17.9718908693239,405.296586869374,22.053609566008,0.750270417026968,22.000519940365,284.800217422591,22.0481073920006,83.8490739044641,22.0005621856709,0.0,22.1925080989926,1148.19483378451,994.266347273546 
 01/19  08:30:00,1.1,68.5,5.95,180.,1.,0.0,3137.639976504,1384.19998932,3137.639976504,1384.19998932,5802.79995728,11.,5.,11.,5.,20.,1283040.,554040.,1283040.,554040.,2400840.,38.412794154667,70.2212032132227,-2.48731026286646,2.089030904247114E-002,-2.69287838810736,2.948023893365496E-002,144.357057257275,2377.90388806135,18.1598713656871,181.117426462567,22.0466804148773,0.0,22.0007445976425,51.3781750444738,22.0403973883568,0.0,22.0008792218297,0.0,22.4415155012904,923.362746312252,760.137154979959 
 01/19  08:45:00,1.1,67.75,6.325,95.,1.,0.0,3137.639976504,1384.19998932,3137.639976504,1384.19998932,5802.79995728,11.,5.,11.,5.,20.,1283040.,554040.,1283040.,554040.,2400840.,44.6380944061245,65.3185187294646,-1.30291333266785,1.870116433768747E-002,-1.50081220375556,2.727347153364398E-002,117.256697815735,2307.94009418789,18.3348260903358,112.328890814281,22.0430509442933,0.0,22.0009457084611,0.0,22.036100639776,0.0,22.0011725206553,0.0,22.6439030071833,854.37812006543,675.544182279267 
 01/19  09:00:00,1.1,67.,6.7,10.,1.,0.0,3137.639976504,1384.19998932,3137.639976504,1384.19998932,5802.79995728,11.,5.,11.,5.,20.,1283040.,554040.,1283040.,554040.,2400840.,51.0407285038056,62.8398505119355,-1.51693243158677,2.264013134533133E-003,-1.62770122621955,7.289437682672051E-003,90.0872565261976,2236.16870025803,18.503231392915,20.517359015858,22.0388254589628,0.0,22.0009700554815,0.0,22.0314408158657,0.0,22.0012509113625,0.0,22.7994701470041,762.264578760849,572.134636426566 
 01/19  09:15:00,1.1,68.5,6.175,10.,1.,0.0,3744.839976504,1646.39998932,3744.839976504,1646.39998932,6938.99995728,11.,5.,11.,5.,20.,1354320.,584820.,1354320.,584820.,2534220.,57.8202283456588,110.235772822725,-13.7512944250064,-7.397046394508457E-002,-10.6939932855227,-7.682678413795158E-002,400.048859195267,2176.21443743808,18.6709369873167,0.0,22.0023090043154,0.0,22.0002172408274,0.0,22.0081062601486,0.0,22.0004451087117,0.0,23.2500848897924,199.041057888791,7.68269868677784 
 01/19  09:30:00,1.1,70.,5.65,10.,1.,0.0,3744.839976504,1646.39998932,3744.839976504,1646.39998932,6938.99995728,11.,5.,11.,5.,20.,1354320.,584820.,1354320.,584820.,2534220.,64.5205856028979,70.7095074179541,-0.7004170993818,-1.061094113972397E-002,22.1831064886172,-1.095901465526024E-002,225.291278661291,2128.55638350361,18.8769415623467,0.0,22.0029023063111,0.0,22.0000363012929,0.0,22.0512417846045,0.0,22.0002571077199,0.0,23.7383677376021,108.047616620088,0.0 
 01/19  09:45:00,1.1,71.5,5.125,10.,1.,0.0,3744.839976504,1646.39998932,3744.839976504,1646.39998932,6938.99995728,11.,5.,11.,5.,20.,1354320.,584820.,1354320.,584820.,2534220.,70.8757116348271,67.3848532402862,0.863294328795678,3.1994229800935,34.6935708213875,-1.170991219532539E-003,145.658064584709,2106.51534458946,19.057720398465,0.0,22.0053048485058,0.0,22.0344195435053,0.0,22.1505234155589,0.0,22.0002445247944,0.0,23.9906943715965,38.4948715535503,0.0 
 01/19  10:00:00,1.1,73.,4.6,10.,1.,0.0,3744.839976504,1646.39998932,3744.839976504,1646.39998932,6938.99995728,11.,5.,11.,5.,20.,1354320.,584820.,1354320.,584820.,2534220.,77.5179132275082,70.113822609765,7.55687146622379,8.40088591101362,40.4012599854297,-8.776748455946453E-003,6.93550642027473,2198.85245594034,19.245889759618,0.0,22.0263313077358,0.0,22.1247043085872,0.0,22.2661519806217,0.0,22.0001502397198,0.0,24.0027059977626,0.0,0.0 
 01/19  10:15:00,0.975,73.75,4.75,95.,1.,0.0,3824.039976504,1680.59998932,3824.039976504,1680.59998932,7087.19995728,11.,5.,11.,5.,20.,1425600.,615600.,1425600.,615600.,2667600.,84.4929728227231,66.9083677216509,28.8619130385119,12.5826569998659,47.5577637900029,-9.246378341056467E-003,0.738791474474157,2157.95155150089,19.4255623363056,0.0,22.1066579142649,0.0,22.2599903842608,0.0,22.4023224444707,0.0,22.0000509112752,0.0,24.0039855013963,0.0,0.0 
 01/19  10:30:00,0.85,74.5,4.9,180.,1.,0.0,3824.039976504,1680.59998932,3824.039976504,1680.59998932,7087.19995728,11.,5.,11.,5.,20.,1425600.,615600.,1425600.,615600.,2667600.,91.8593994967759,59.276416799537,31.4083292592561,10.3223336322096,40.0096549651812,1.80562131965578,0.228379365567841,2153.8215951468,19.5848234436557,0.0,22.1940960664518,0.0,22.3710142052709,0.0,22.5169230499655,0.0,22.0194487062214,0.0,24.0043810284584,0.0,0.0 
 01/19  10:45:00,0.725,75.25,5.05,265.,1.,0.0,3824.039976504,1680.59998932,3824.039976504,1680.59998932,7087.19995728,11.,5.,11.,5.,20.,1425600.,615600.,1425600.,615600.,2667600.,99.4972554824619,58.9013520399039,27.8589794436072,8.1919280846166,34.2156640013611,5.12588787263421,7.235110010078484E-002,2118.27738596122,19.743159806412,0.0,22.2716724539455,0.0,22.4591494559752,0.0,22.6149587560354,0.0,22.0745259862126,0.0,24.0045063327881,0.0,0.0 
 01/19  11:00:00,0.6,76.,5.2,350.,1.,0.0,3824.039976504,1680.59998932,3824.039976504,1680.59998932,7087.19995728,11.,5.,11.,5.,20.,1425600.,615600.,1425600.,615600.,2667600.,107.623352706127,53.572173963523,26.0434312180536,7.52297813544617,30.0660183080474,5.80946839229006,1.988284552491118E-002,2083.63939655626,19.8872398143047,0.0,22.3442101997455,0.0,22.5401091369321,0.0,22.7011287015402,0.0,22.1369610901994,0.0,24.0045407679089,0.0,0.0 
 01/19  11:15:00,0.6,75.25,5.45,352.5,1.,0.0,3486.9119812032,1529.159991456,3486.9119812032,1529.159991456,6470.039965824,8.8,4.,8.8,4.,16.,1354320.,584820.,1354320.,584820.,2534220.,116.334502658826,40.915087210121,-9.42944207912653,-5.2571193338218,-5.82880755306082,-6.96448295733388,-0.256403882138624,1912.65498176183,19.9973478608945,0.0,22.3179423364786,0.0,22.4835294550759,0.0,22.6844198636551,0.0,22.0621117228113,0.0,24.0040965850331,0.0,0.0 
 01/19  11:30:00,0.6,74.5,5.7,355.,1.,0.0,3486.9119812032,1529.159991456,3486.9119812032,1529.159991456,6470.039965824,8.8,4.,8.8,4.,16.,1354320.,584820.,1354320.,584820.,2534220.,125.753009512835,38.4694042394252,-1.60801237724907,-0.787146802477498,-1.0600043326176,-2.38772369367017,-2.394049747000971E-002,1838.57604071911,20.1009374454341,0.0,22.3134617301778,0.0,22.4750557185072,0.0,22.6813804845959,0.0,22.0364453576887,0.0,24.0040551004589,0.0,0.0 
 01/19  11:45:00,0.6,73.75,5.95,357.5,1.,0.0,3486.9119812032,1529.159991456,3486.9119812032,1529.159991456,6470.039965824,8.8,4.,8.8,4.,16.,1354320.,584820.,1354320.,584820.,2534220.,125.547718368607,38.0450390949369,9.22633210624422,2.24967225141908,8.25198610198522,2.01900810459889,-2.434706732606315E-002,1778.08168872581,20.203447258422,0.0,22.3391793039217,0.0,22.4992821880794,0.0,22.705049827376,0.0,22.0581556743313,0.0,24.0040129000677,0.0,0.0 
 01/19  12:00:00,0.6,73.,6.2,360.,1.,0.0,3486.9119812032,1529.159991456,3486.9119812032,1529.159991456,6470.039965824,8.8,4.,8.8,4.,16.,1354320.,584820.,1354320.,584820.,2534220.,125.626921480978,37.5071818354289,11.7965767111245,1.2845867515153,9.9378845432764,2.16803613956828,-2.592122616517251E-002,1731.31995554697,20.304569739631,0.0,22.3720735658294,0.0,22.5131200166561,0.0,22.7335651608785,0.0,22.081476403129,0.0,24.003967959218,0.0,0.0 
 01/19  12:15:00,0.6,73.,6.2,352.5,1.,0.0,2733.4559906016,1192.079995728,2733.4559906016,1192.079995728,5087.519982912,4.4,2.,4.4,2.,8.,1140480.,492480.,1140480.,492480.,2134080.,126.030920121945,33.3851701041612,-94.2178595691497,-38.7363892218559,-96.3815756161119,-6.29833890669981,-75.3764151472936,1473.64665512727,20.3391520142838,0.0,22.1559394446105,0.0,22.180048956248,0.0,22.5086309126548,0.0,22.00725393376,0.0,23.9051381378173,0.0,0.0 
 01/19  12:30:00,0.6,73.,6.2,345.,1.,0.0,2733.4559906016,1192.079995728,2733.4559906016,1192.079995728,5087.519982912,4.4,2.,4.4,2.,8.,1140480.,492480.,1140480.,492480.,2134080.,126.817952374857,11.5107440920517,-52.7747644946196,-15.1755654431968,-60.451243306839,-0.615248714616475,-48.177669428773,1353.13388814159,20.3701942400124,0.0,22.008950563833,0.0,22.0168362457679,0.0,22.3353963792987,0.0,22.0006372616278,0.0,23.8216575717536,24.5986731767405,0.0 
